 x2 x3 t
404 -33750.0 13250.0 1000000000.0
405 -33750.0 13750.0 1000000000.0
406 -33750.0 14250.0 1000000000.0
407 -33750.0 14750.0 1000000000.0
408 -33750.0 15250.0 1000000000.0
409 -33750.0 15750.0 1000000000.0
410 -33750.0 16250.0 1000000000.0
411 -33750.0 16750.0 1000000000.0
412 -33750.0 17250.0 1000000000.0
413 -33750.0 17750.0 1000000000.0
414 -33750.0 18250.0 1000000000.0
415 -33750.0 18750.0 1000000000.0
416 -33750.0 19250.0 1000000000.0
417 -33750.0 19750.0 1000000000.0
418 -33750.0 20250.0 1000000000.0
419 -33750.0 20750.0 1000000000.0
420 -33250.0 -20750.0 1000000000.0
421 -33250.0 -20250.0 1000000000.0
422 -33250.0 -19750.0 1000000000.0
423 -33250.0 -19250.0 1000000000.0
424 -33250.0 -18750.0 1000000000.0
425 -33250.0 -18250.0 1000000000.0
426 -33250.0 -17750.0 1000000000.0
427 -33250.0 -17250.0 1000000000.0
428 -33250.0 -16750.0 1000000000.0
429 -33250.0 -16250.0 1000000000.0
430 -33250.0 -15750.0 1000000000.0
431 -33250.0 -15250.0 1000000000.0
432 -33250.0 -14750.0 1000000000.0
433 -33250.0 -14250.0 1000000000.0
434 -33250.0 -13750.0 1000000000.0
435 -33250.0 -13250.0 1000000000.0
436 -33250.0 -12750.0 1000000000.0
437 -33250.0 -12250.0 1000000000.0
438 -33250.0 -11750.0 1000000000.0
439 -33250.0 -11250.0 1000000000.0
440 -33250.0 -10750.0 1000000000.0
441 -33250.0 -10250.0 1000000000.0
442 -33250.0 -9750.0 1000000000.0
443 -33250.0 -9250.0 1000000000.0
444 -33250.0 -8750.0 1000000000.0
445 -33250.0 -8250.0 1000000000.0
446 -33250.0 -7750.0 1000000000.0
447 -33250.0 -7250.0 1000000000.0
448 -33250.0 -6750.0 1000000000.0
449 -33250.0 -6250.0 1000000000.0
450 -33250.0 -5750.0 1000000000.0
451 -33250.0 -5250.0 1000000000.0
452 -33250.0 -4750.0 1000000000.0
453 -33250.0 -4250.0 1000000000.0
454 -33250.0 -3750.0 1000000000.0
455 -33250.0 -3250.0 1000000000.0
456 -33250.0 -2750.0 1000000000.0
457 -33250.0 -2250.0 1000000000.0
458 -33250.0 -1750.0 1000000000.0
459 -33250.0 -1250.0 1000000000.0
460 -33250.0 -750.0 1000000000.0
461 -33250.0 -250.0 88.098807611763
462 -33250.0 250.0 79.888235909369
463 -33250.0 750.0 74.314466326529
464 -33250.0 1250.0 70.444280267393
465 -33250.0 1750.0 67.732340796751
466 -33250.0 2250.0 65.90781892807
467 -33250.0 2750.0 64.668363429715
468 -33250.0 3250.0 63.716117253885
469 -33250.0 3750.0 63.023585369718
470 -33250.0 4250.0 62.738928483226
471 -33250.0 4750.0 63.023585369718
472 -33250.0 5250.0 63.716117253885
473 -33250.0 5750.0 64.668363429715
474 -33250.0 6250.0 66.7176021617
475 -33250.0 6750.0 68.948616816743
476 -33250.0 7250.0 74.314466326529
477 -33250.0 7750.0 83.588550514717
478 -33250.0 8250.0 1000000000.0
479 -33250.0 8750.0 1000000000.0
480 -33250.0 9250.0 1000000000.0
481 -33250.0 9750.0 1000000000.0
482 -33250.0 10250.0 1000000000.0
483 -33250.0 10750.0 1000000000.0
484 -33250.0 11250.0 1000000000.0
485 -33250.0 11750.0 1000000000.0
486 -33250.0 12250.0 1000000000.0
487 -33250.0 12750.0 1000000000.0
488 -33250.0 13250.0 1000000000.0
489 -33250.0 13750.0 1000000000.0
490 -33250.0 14250.0 1000000000.0
491 -33250.0 14750.0 1000000000.0
492 -33250.0 15250.0 1000000000.0
493 -33250.0 15750.0 1000000000.0
494 -33250.0 16250.0 1000000000.0
495 -33250.0 16750.0 1000000000.0
496 -33250.0 17250.0 1000000000.0
497 -33250.0 17750.0 1000000000.0
498 -33250.0 18250.0 1000000000.0
499 -33250.0 18750.0 1000000000.0
500 -33250.0 19250.0 1000000000.0
501 -33250.0 19750.0 1000000000.0
502 -33250.0 20250.0 1000000000.0
503 -33250.0 20750.0 1000000000.0
504 -32750.0 -20750.0 1000000000.0
505 -32750.0 -20250.0 1000000000.0
506 -32750.0 -19750.0 1000000000.0
507 -32750.0 -19250.0 1000000000.0
508 -32750.0 -18750.0 1000000000.0
509 -32750.0 -18250.0 1000000000.0
510 -32750.0 -17750.0 1000000000.0
511 -32750.0 -17250.0 1000000000.0
512 -32750.0 -16750.0 1000000000.0
